region_id;annee;nb_places_pub;nb_installations;nb_places_nc;nb_etc_avq;nb_etc_inf;heures_tot_trav_avq;heures_tot_trav_inf;nb_usagers_pub;nb_usagers_nc;iso_smaf_pub1;iso_smaf_pub2;iso_smaf_pub3;iso_smaf_pub4;iso_smaf_pub5;iso_smaf_pub6;iso_smaf_pub7;iso_smaf_pub8;iso_smaf_pub9;iso_smaf_pub10;iso_smaf_pub11;iso_smaf_pub12;iso_smaf_pub13;iso_smaf_pub14;iso_smaf_nc1;iso_smaf_nc2;iso_smaf_nc3;iso_smaf_nc4;iso_smaf_nc5;iso_smaf_nc6;iso_smaf_nc7;iso_smaf_nc8;iso_smaf_nc9;iso_smaf_nc10;iso_smaf_nc11;iso_smaf_nc12;iso_smaf_nc13;iso_smaf_nc14;nb_en_attente;duree_attente;iso_smaf_attente1;iso_smaf_attente2;iso_smaf_attente3;iso_smaf_attente4;iso_smaf_attente5;iso_smaf_attente6;iso_smaf_attente7;iso_smaf_attente8;iso_smaf_attente9;iso_smaf_attente10;iso_smaf_attente11;iso_smaf_attente12;iso_smaf_attente13;iso_smaf_attente14;sans_iso_smaf_attente;age_en_attente0_64;age_en_attente65_74;age_en_attente75_84;age_en_attente85_94;age_en_attente95_plus;cout_fixe
16;2016;4636;51;0;2512.3689;795.99399;3541259.3;1252545.8;5072.5;381.3333;0.00159;0.000623;0.002524;0.002884;0.011489;0.018241;0.01888;0.04035;0.146142;0.10648;0.14034;0.134702;0.200915;0.174839;0.000639;0.0;0.0;0.009802;0.012146;0.010015;0.019177;0.046239;0.161304;0.115491;0.1873;0.193267;0.186661;0.057959;852;349.25211;0.0;0.0;0.0;0.001174;0.002347;0.007042;0.015258;0.019953;0.133803;0.212441;0.159624;0.241784;0.149061;0.056338;0.001174;0.0798122;0.1056338;0.2852113;0.4448357;0.084507;72969.0
16;2017;4711;51;0;2596.9033;854.6184;3694005.2;1350964.4;5087.167;406.25;0.001634;0.000866;0.001847;0.003596;0.011342;0.01886;0.019906;0.046007;0.144099;0.111805;0.135225;0.137774;0.200402;0.166637;0.001208;0.000403;0.000201;0.007452;0.010876;0.009668;0.025176;0.033031;0.160926;0.113998;0.187311;0.150655;0.213897;0.085196;756;345.14101;0.001323;0.0;0.0;0.0;0.003968;0.007937;0.019841;0.01455;0.112434;0.228836;0.189153;0.232804;0.125661;0.062169;0.001323;0.0582011;0.1190476;0.2910053;0.4325397;0.0992064;72969.0
16;2018;4697;52;0;2623.6384;889.62026;3773859.8;1413803.3;5090.667;446.4167;0.001599;0.000571;0.001762;0.003949;0.008566;0.019939;0.022435;0.044577;0.140536;0.116844;0.13471;0.139442;0.203599;0.16147;0.001791;0.000537;0.001254;0.013434;0.007344;0.015404;0.023464;0.036898;0.149382;0.12556;0.194161;0.173383;0.197743;0.059645;1078;351.57069;0.000928;0.0;0.000928;0.0;0.003711;0.002783;0.010204;0.014842;0.093692;0.248609;0.170686;0.221707;0.151206;0.079777;0.000928;0.0565863;0.1085343;0.3089054;0.4276438;0.0983302;72969.0
16;2019;4692;52;892;2578.7637;897.62035;3751207.6;1457015.2;5159.833;524.5833;0.001304;0.000853;0.002238;0.003896;0.009305;0.022843;0.022537;0.044479;0.130009;0.115874;0.13619;0.15055;0.203802;0.15612;0.002012;0.0;0.0;0.009286;0.004334;0.008203;0.029872;0.026931;0.134035;0.159418;0.22009;0.169478;0.177372;0.058969;1146;302.13874;0.0;0.0;0.0;0.002618;0.002618;0.001745;0.017452;0.015707;0.102094;0.247818;0.181501;0.212914;0.156195;0.058464;0.000873;0.0575916;0.1020942;0.3228621;0.4232112;0.0942408;72969.0
16;2020;4678;52;877;3130.381;989.37926;4503217.5;1636349.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1067;344.97563;0.000937;0.0;0.000937;0.000937;0.002812;0.001874;0.021556;0.018744;0.107779;0.223055;0.151828;0.239925;0.159325;0.069353;0.000937;0.0618557;0.1068416;0.3205248;0.4076851;0.1030928;72969.0
17;2015;24;3;0;30.414235;0.0;45425.43;0.0;15.5;0.0;0.0;0.0;0.0;0.0;0.064516;0.064516;0.0;0.048387;0.0;0.112903;0.064516;0.322581;0.193548;0.129032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
17;2016;24;3;0;32.233982;0.0;47072.55;0.0;15.08333;0.0;0.0;0.0;0.0;0.0;0.082873;0.038674;0.0;0.066298;0.104972;0.077348;0.154696;0.071823;0.20442;0.198895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
17;2017;24;3;0;29.112004;0.0;43199.55;0.0;17.58333;0.0;0.0;0.0;0.0;0.0;0.0;0.066351;0.056872;0.033175;0.113744;0.14218;0.056872;0.066351;0.180095;0.28436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
17;2018;8;3;0;31.184422;0.0;41267.94;0.0;19.33333;0.0;0.0;0.0;0.0;0.0;0.103448;0.0;0.155172;0.0;0.258621;0.051724;0.068966;0.051724;0.103448;0.206897;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
17;2019;30;3;0;36.191339;0.0;46517.28;0.0;17.66667;0.0;0.0;0.0;0.0;0.0;0.0;0.018868;0.0;0.028302;0.386792;0.0;0.09434;0.066038;0.113208;0.292453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
17;2020;28;3;0;29.502196;0.0;41086.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
18;2015;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
18;2016;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
18;2017;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
18;2018;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
18;2019;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
18;2020;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69462.0
